Study ID	Patient ID	Sample ID	Age	Annotation Source	Cancer Type	Cancer Type Detailed	Cell Line Source	Characteristics	DepMap ID	Disease Ontology	Doubling Time (hrs)	Doubling Time From Vendor	Ethnicity Category	Fraction Genome Altered	Freezing Medium	Genome Doublings	Geographic Distribution	Growth Medium	Histology	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Life Stage	Lineage	Lineage Molecular Subtype	Lineage Subtype	Lineage Sub-subtype	Mutation Count	Mutation Rate	Name	Oncotree Code	Pathologist Annotation	Ploidy	Primary Tumor Site	Proteomics 10-Plex ID	Proteomics TMT label	Purity	Race Category	Number of Samples Per Patient	Sample Type	Sex	Site of Finding	Site Subtype 1	Site Subtype 2	Site Subtype 3	Subtype	Supplements	TMB (nonsynonymous)	Tumor Type	Type Refined
ccle_broad_2019	AM38_CENTRAL_NERVOUS_SYSTEM	AM38_CENTRAL_NERVOUS_SYSTEM	36	CCLE	Glioma	Glioblastoma Multiforme	HSSRB	NA	ACH-000269	NA	NA	NA	Asian	0.4811	NA	0	NA	Eagle's minimal essential with 20% heat inactivated fetal bovine serum	Glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	NA	central_nervous_system	NA	glioma	glioblastoma	345	137.2704639	AM-38	GBM	CNS:Glioma_HighGrade	1.9	Central_Nervous_System	NA	NA	1	NA	1	Primary	Male	NA	brain	NS	NS	Glioblastoma	NA	11.6666666667	glioma	glioma
ccle_broad_2019	AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	13	CCLE	Leukemia	Acute Myeloid Leukemia	ATCC	suspension	ACH-000557	NA	80.3	NA	African_american	0.2499	5% DMSO	0	NA	IMDM+5%FBS	Haematopoietic_Neoplasm	acute_myeloid_leukaemia	M5	NS	NA	blood	NA	AML	M5	192	133.3686368	AML-193	AML	Leukemia:AML	2.23	Haematopoietic_And_Lymphoid_Tissue	NA	NA	0.97	NA	1	Primary	Female	NA	NS	NS	NS	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	0.005mg/ml insulin, 0.005mg/ml transferrin and 5ng/ml GM-CSF	6.53333333333	AML	AML
ccle_broad_2019	AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	64	CCLE	Mature B-Cell Neoplasms	Plasma Cell Myeloma	DSMZ	single suspension	ACH-000838	multiple_myeloma	57.8	50-90hrs	Asian	0.5545	5% DMSO	0	NA	RPMI-1640+20% FBS	Lymphoid_Neoplasm	plasma_cell_myeloma	NS	NS	NA	plasma_cell	NA	multiple_myeloma	plasmacytoma	443	237.2233013	AMO-1	PCM	Lymphoma:Multiple_Myeloma	1.91	Haematopoietic_And_Lymphoid_Tissue	NA	NA	1	NA	1	Primary	Female	NA	NS	NS	NS	Multiple Myeloma, plasmacytoma	NA	14.9333333333	multiple_myeloma	multiple_myeloma
ccle_broad_2019	AN3CA_ENDOMETRIUM	AN3CA_ENDOMETRIUM	55	CCLE	Endometrial Cancer	Endometrial Carcinoma	ATCC	Adherent epithelial	ACH-000940	NA	88.9	NA	Caucasian	0.2287	5% DMSO	0	NA	EMEM + 10% FBS	Carcinoma	adenocarcinoma	NS	NS	NA	uterus	NA	endometrial_adenocarcinoma	NA	2450	485.2864575	AN3 CA	UCEC	Endometrium:Carcinoma	2.21	Endometrium	NA	NA	0.96	Caucasian	1	Metastasis	Female	lymph_node	NS	NS	NS	Endometrial Adenocarcinoma	NA	81.8333333333	endometrium	endometrium
ccle_broad_2019	ANGMCSS_CENTRAL_NERVOUS_SYSTEM	ANGMCSS_CENTRAL_NERVOUS_SYSTEM	NA	NA	Glioma	Glioblastoma	NA	NA	ACH-001329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	central_nervous_system	NA	glioma	glioblastoma	273	NA	NA	GB	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Glioblastoma	NA	9.16666666667	NA	NA
ccle_broad_2019	ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Mature B-Cell Neoplasms	Plasma Cell Myeloma	NA	NA	ACH-002210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	engineered	NA	NA	NA	100	NA	NA	PCM	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3.4	NA	other
ccle_broad_2019	ASH3_THYROID	ASH3_THYROID	NA	NA	Thyroid Cancer, NOS	Thyroid	NA	NA	ACH-001443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	thyroid	NA	thyroid_carcinoma	NA	517	NA	NA	THYROID	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Carcinoma	NA	17.4	NA	thyroid
ccle_broad_2019	ASPC1_PANCREAS	ASPC1_PANCREAS	62	CCLE	Pancreatic Cancer	Pancreatic Adenocarcinoma	ATCC	Adherent	ACH-000222	pancreatic_cancer	171.5	NA	Caucasian	0.9761	5%DMSO	1	NA	RPMI-1640 10% FBS +1 mM Sodium pyruvate	Carcinoma	ductal_carcinoma	NS	NS	NA	pancreas	NA	exocrine	exocrine_adenocarcinoma	225	88.07978724	AsPC-1	PAAD	Pancreas:Carcinoma	2.54	Pancreas	29	126	1	Caucasian	1	Metastasis	Female	ascites	NS	NS	NS	Ductal Adenocarcinoma, exocrine	NA	7.66666666667	pancreas	pancreas
ccle_broad_2019	ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	NA	NA	ACH-002058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blood	NA	ALL	t_cell	309	NA	NA	TLL	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Acute Lymphoblastic Leukemia (ALL), T-cell	NA	10.5333333333	NA	T-cell_ALL
ccle_broad_2019	AU565_BREAST	AU565_BREAST	43	CCLE	Breast Cancer	Invasive Breast Carcinoma	ATCC	Adherenet	ACH-000248	breast_cancer	74.1	NA	Caucasian	0.7080	5% DMSO	1	NA	RPMI 1640 + 10%FBS	Carcinoma	NS	NS	NS	NA	breast	HER2_amp	breast_adenocarcinoma	ERneg_HER2pos	559	223.3824299	AU565	BRCA	Breast:Carcinoma	3.75	Breast	1	127c	1	Caucasian	1	Metastasis	Female	pleura	NS	NS	NS	Adenocarcinoma	NA	18.7333333333	breast	breast
ccle_broad_2019	AZ521_SMALL_INTESTINE	AZ521_SMALL_INTESTINE	NA	CCLE	Esophagogastric Cancer	Stomach Adenocarcinoma	NA	NA	ACH-001015	NA	NA	NA	African_american	NA	NA	0	japan	NA	Carcinoma	NS	NS	NS	NA	gastric	NA	duodenal_adenocarcinoma	NA	NA	NA	AZ-521	STAD	NA	1.99	Stomach	NA	NA	1	Asian	1	Metastasis	NA	NS	NS	NS	NS	Duodenal Adenocarcinoma	NA	NA	stomach	other
ccle_broad_2019	AZ521_STOMACH	AZ521_STOMACH	NA	NA	Small Bowel Cancer	Duodenal Adenocarcinoma	NA	NA	ACH-001015	NA	NA	NA	NA	0.0319	NA	NA	NA	NA	NA	NA	NA	NA	NA	gastric	NA	duodenal_adenocarcinoma	NA	NA	NA	NA	DA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Duodenal Adenocarcinoma	NA	NA	NA	NA
ccle_broad_2019	BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	NA	NA	ACH-002211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blood	NA	ALL	b_cell	273	NA	NA	BLL	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Acute Lymphoblastic Leukemia (ALL), B-cell	NA	9.16666666667	NA	B-cell_ALL
ccle_broad_2019	BB30HNC_UPPER_AERODIGESTIVE_TRACT	BB30HNC_UPPER_AERODIGESTIVE_TRACT	NA	NA	Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	NA	NA	ACH-002212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	NA	153	NA	NA	HNSC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Squamous Cell Carcinoma	NA	5.26666666667	NA	upper_aerodigestive
ccle_broad_2019	BB30PBL_MATCHED_NORMAL_TISSUE	BB30PBL_MATCHED_NORMAL_TISSUE	NA	NA	Cancer of Unknown Primary	Cancer of Unknown Primary	NA	NA	ACH-002342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	118	NA	NA	CUP	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Unknown	NA	4.06666666667	NA	NA
ccle_broad_2019	BB49EBV_MATCHED_NORMAL_TISSUE	BB49EBV_MATCHED_NORMAL_TISSUE	NA	NA	Cancer of Unknown Primary	Cancer of Unknown Primary	NA	NA	ACH-002343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	133	NA	NA	CUP	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Unknown	NA	4.46666666667	NA	NA
ccle_broad_2019	BB49HNC_UPPER_AERODIGESTIVE_TRACT	BB49HNC_UPPER_AERODIGESTIVE_TRACT	NA	NA	Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	NA	NA	ACH-002213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	NA	242	NA	NA	HNSC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Squamous Cell Carcinoma	NA	8.1	NA	upper_aerodigestive
ccle_broad_2019	BB65EBV_MATCHED_NORMAL_TISSUE	BB65EBV_MATCHED_NORMAL_TISSUE	NA	NA	Cancer of Unknown Primary	Cancer of Unknown Primary	NA	NA	ACH-002344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	131	NA	NA	CUP	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Unknown	NA	4.4	NA	NA
ccle_broad_2019	BB65RCC_KIDNEY	BB65RCC_KIDNEY	NA	NA	Renal Cell Carcinoma	Renal Cell Carcinoma	NA	NA	ACH-002090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	renal_cell_carcinoma	NA	166	NA	NA	RCC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Renal Cell Carcinoma	NA	5.53333333333	NA	kidney
ccle_broad_2019	BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	NA	NA	ACH-002214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphocyte	NA	non_hodgkin_lymphoma	b_cell_primary_effusion	218	NA	NA	DLBCLNOS	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	B-cell, Non-Hodgkins, Primary Effusion	NA	7.33333333333	NA	NA
ccle_broad_2019	BC2	BC2	NA	NA	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	NA	NA	ACH-002478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphocyte	NA	lymphoma_unspecified	NA	NA	NA	NA	DLBCLNOS	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ccle_broad_2019	BC3C_URINARY_TRACT	BC3C_URINARY_TRACT	82	CCLE	Bladder Cancer	Bladder Urothelial Carcinoma	DSMZ	adherent monolayers	ACH-000593	NA	40.7	NA	Caucasian	0.4829	5% DMSO	1	NA	McCoy's 5A +10% FBS	Carcinoma	transitional_cell_carcinoma	NS	NS	NA	urinary_tract	NA	bladder_carcinoma	bladder_transitional_cell	141	117.9901815	BC-3C	BLCA	Bladder:Carcinoma	3.17	Urinary_Tract	NA	NA	0.96	Caucasian	1	Primary	Female	NA	bladder	NS	NS	Transitional Cell Carcinoma	NA	4.73333333333	urinary_tract	urinary_tract
ccle_broad_2019	BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	NA	NA	ACH-002215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphocyte	NA	non_hodgkin_lymphoma	b_cell_primary_effusion	694	NA	NA	DLBCLNOS	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	B-cell, Non-Hodgkins, Primary Effusion	NA	23.4333333333	NA	NA
ccle_broad_2019	BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	92	CCLE	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	ATCC	Supsension	ACH-000923	NA	NA	NA	Caucasian	0.1939	5%DMSO	0	NA	RPMI +20% FBS	Lymphoid_Neoplasm	B_cell_lymphoma_unspecified	NS	NS	NA	lymphocyte	NA	non_hodgkin_lymphoma	b_cell	664	353.1008508	BCP-1	MBN	Lymphoma:NH_B_cell	2.08	Haematopoietic_And_Lymphoid_Tissue	NA	NA	1	NA	1	Primary	Male	NA	NS	NS	NS	B-cell, Non-Hodgkins	NA	22.2	lymphoma_other	B-cell_lymphoma_other
ccle_broad_2019	BCPAP_THYROID	BCPAP_THYROID	76	CCLE	Thyroid Cancer	Papillary Thyroid Cancer	DSMZ	Spindle- or round-shaped cells growing adherently as monolayer	ACH-000456	NA	36.2	~  30 hrs	Caucasian	0.3951	10%DMSO	1	NA	90% RPMI 1640 + 10% h.i.FBS	Carcinoma	papillary_carcinoma	NS	NS	NA	thyroid	NA	thyroid_carcinoma	papillary	255	112.5260944	B-CPAP	THPA	Thyroid:Carcinoma	3.2	Thyroid	NA	NA	0.98	NA	1	Primary	Female	NA	NS	NS	NS	Carcinoma, papillary	NA	8.46666666667	thyroid	thyroid
ccle_broad_2019	BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	CCLE	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	NIBRI	NA	ACH-000080	acute myelogenous leukemia M5a	NA	NA	Caucasian	0.0320	NA	0	NA	NA	Lymphoid_Neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	NA	blood	NA	AML	M5	139	83.25472569	BDCM	BLL	Leukemia:ALL	2	Haematopoietic_And_Lymphoid_Tissue	NA	NA	1	NA	1	Primary	Male	NA	NS	NS	NS	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	NA	4.63333333333	B-cell_ALL	B-cell_ALL
ccle_broad_2019	BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	NA	NA	ACH-002216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blood	NA	ALL	t_cell	348	NA	NA	TLL	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Acute Lymphoblastic Leukemia (ALL), T-cell	NA	11.8	NA	NA
ccle_broad_2019	BE2M17_AUTONOMIC_GANGLIA	BE2M17_AUTONOMIC_GANGLIA	NA	NA	Peripheral Nervous System	Neuroblastoma	NA	NA	ACH-002217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	peripheral_nervous_system	NA	neuroblastoma	NA	306	NA	NA	NBL	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	10.2333333333	NA	neuroblastoma
ccle_broad_2019	BECKER_CENTRAL_NERVOUS_SYSTEM	BECKER_CENTRAL_NERVOUS_SYSTEM	57	CCLE	Glioma	Glioblastoma Multiforme	HSRRB	Adherent	ACH-001016	NA	67.8	NA	Caucasian	0.6226	5% DMSO	1	NA	NA	Glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	NA	central_nervous_system	NA	glioma	NA	214	NA	Becker	GBM	CNS:Glioma_HighGrade	2.8	Central_Nervous_System	NA	NA	0.99	NA	1	Primary	Male	NA	brain	NS	NS	Glioma	NA	7.13333333333	glioma	glioma
ccle_broad_2019	BEN_LUNG	BEN_LUNG	71	CCLE	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	DSMZ	Adherent, epitheloid cells growing in monolayers	ACH-000603	NA	58.8	~  40-50 hrs	Caucasian	0.6863	10%DMSO	2	NA	90% Dulbecco'sMEM(4.5g/l glucose) +10% h.i.FBS	Carcinoma	NS	NS	NS	NA	lung	NA	NSCLC	NA	487	138.0393183	BEN	NSCLC	Lung:Others	3.78	Lung	NA	NA	0.98	NA	1	Metastasis	Male	lymph_node	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), unspecified	NA	16.3666666667	lung_NSC	lung_NSC
ccle_broad_2019	BFTC905_URINARY_TRACT	BFTC905_URINARY_TRACT	51	CCLE	Bladder Cancer	Bladder Urothelial Carcinoma	DSMZ	Adherent	ACH-000802	NA	38.3	NA	Asian	0.6205	5%DMSO	1	chinese	DMEM + 10%FBS	Carcinoma	transitional_cell_carcinoma	papillary_transitional_cell_carcinoma	NS	NA	urinary_tract	NA	bladder_carcinoma	bladder_transitional_cell	351	177.9929204	BFTC-905	BLCA	Bladder:Carcinoma	2.76	Urinary_Tract	NA	NA	0.99	Asian	1	Primary	Female	NA	bladder	NS	NS	Transitional Cell Carcinoma	NA	11.8	urinary_tract	urinary_tract
ccle_broad_2019	BFTC909_KIDNEY	BFTC909_KIDNEY	64	CCLE	Renal Cell Carcinoma	Renal Cell Carcinoma	DSMZ	epithelial-like (spindle) cells growing in monolayers; cells contain considerable amounts of small, dark granules	ACH-000792	NA	40	~  50hrs	Asian	0.4454	10%DMSO	0	taiwan	DMEM + 10% FBS	Carcinoma	NS	NS	NS	NA	kidney	NA	renal_cell_carcinoma	transitional_cell	308	167.9478402	BFTC-909	RCC	Kidney:Carcinoma	2	Kidney	NA	NA	1	Asian	1	Primary	Male	NA	NS	NS	NS	Renal Carcinoma, transitional cell	NA	10.4	kidney	kidney
ccle_broad_2019	BGC823_STOMACH	BGC823_STOMACH	62	CCLE	Esophagogastric Cancer	Stomach Adenocarcinoma	NA	NA	ACH-001017	NA	NA	NA	African_american	0.6777	NA	NA	chinese	NA	Carcinoma	adenocarcinoma	NS	NS	NA	gastric	NA	gastric_adenocarcinoma	NA	NA	NA	BGC-823	STAD	NA	NA	Stomach	NA	NA	NA	Asian	1	Primary	Male	NA	NS	NS	NS	Adenocarcinoma	NA	NA	stomach	stomach
ccle_broad_2019	BHT101_THYROID	BHT101_THYROID	63	CCLE	Thyroid Cancer	Anaplastic Thyroid Cancer	DSMZ	epithelial- like cells growing in monolayers	ACH-000191	NA	38.5	~  2-3 days	Caucasian	0.4997	10%DMSO	2	NA	80% Dulbecco's MEM +20% h.i. FBS +0.5% human serum (+0.005 lu/ml TSH +5ug/ml human insulin-cells grow also without these latter supplements)	Carcinoma	anaplastic_carcinoma	NS	NS	NA	thyroid	NA	thyroid_carcinoma	papillary	220	103.9713223	BHT-101	THAP	Thyroid:Carcinoma	4.63	Thyroid	NA	NA	0.98	NA	1	Metastasis	Female	lymph_node	NS	NS	NS	Carcinoma, papillary	0.5%human serum(+0.005	7.46666666667	thyroid	thyroid
ccle_broad_2019	BHY_UPPER_AERODIGESTIVE_TRACT	BHY_UPPER_AERODIGESTIVE_TRACT	52	CCLE	Head and Neck Cancer	Oral Cavity Squamous Cell Carcinoma	DSMZ	epithelial- like polygonal or round and flat cells (sometimes spindle- form, very heterogenous) growing in monolayers	ACH-000548	NA	67.6	~  70 hrs	Asian	0.6787	10%DMSO	1	NA	DMEM + 10% FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	oral	414	158.748475	BHY	OCSC	Upper_Aerodigestive_Tract:Carcinoma	2.85	Upper_Aerodigestive_Tract	NA	NA	0.99	Asian	1	Primary	Male	NA	head_neck	NS	NS	Squamous Cell Carcinoma, oral	NA	14.0333333333	upper_aerodigestive	upper_aerodigestive
ccle_broad_2019	BICR10_UPPER_AERODIGESTIVE_TRACT	BICR10_UPPER_AERODIGESTIVE_TRACT	NA	NA	Head and Neck Cancer	Oral Cavity Squamous Cell Carcinoma	NA	NA	ACH-001331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	oral	225	NA	NA	OCSC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Squamous Cell Carcinoma, oral	NA	7.63333333333	NA	upper_aerodigestive
ccle_broad_2019	BICR16_UPPER_AERODIGESTIVE_TRACT	BICR16_UPPER_AERODIGESTIVE_TRACT	NA	CCLE	Head and Neck Cancer	Oral Cavity Squamous Cell Carcinoma	ECACC	ADHERENT	ACH-000503	NA	85.6	NA	Caucasian	0.6533	5%DMSO	1	NA	DMEM+10% FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	oral	242	124.7421995	BICR 16	OCSC	Upper_Aerodigestive_Tract:Carcinoma	2.98	Upper_Aerodigestive_Tract	NA	NA	1	Caucasian	1	Primary	Male	NA	mouth	tongue	NS	Squamous Cell Carcinoma, oral	2mM L-GLUTAMINE + 0.4UG/ML HYDROCORTISONE	8.03333333333	upper_aerodigestive	upper_aerodigestive
ccle_broad_2019	BICR18_UPPER_AERODIGESTIVE_TRACT	BICR18_UPPER_AERODIGESTIVE_TRACT	NA	CCLE	Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	ECACC	NA	ACH-000992	NA	NA	NA	Caucasian	0.7090	NA	1	NA	NA	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	NA	10130	212.3890798	BICR 18	HNSC	Upper_Aerodigestive_Tract:Carcinoma	2.93	Upper_Aerodigestive_Tract	NA	NA	1	NA	1	Primary	Male	NA	larynx	NS	NS	Squamous Cell Carcinoma	NA	338.633333333	upper_aerodigestive	upper_aerodigestive
ccle_broad_2019	BICR22_UPPER_AERODIGESTIVE_TRACT	BICR22_UPPER_AERODIGESTIVE_TRACT	NA	CCLE	Head and Neck Cancer	Oral Cavity Squamous Cell Carcinoma	ECACC	adherent; epithelial, keratinocyte	ACH-000794	NA	66	NA	Caucasian	0.2605	5%DMSO	0	NA	DMEM+20% FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	oral	261	178.5846787	BICR 22	OCSC	Upper_Aerodigestive_Tract:Carcinoma	2.03	Upper_Aerodigestive_Tract	14	130c	1	Caucasian	1	Metastasis	Male	NA	mouth	tongue	NS	Squamous Cell Carcinoma, oral	2mM L-glutamine, 0.4ug/ml hydrocortisone	8.73333333333	upper_aerodigestive	upper_aerodigestive
ccle_broad_2019	BICR31_UPPER_AERODIGESTIVE_TRACT	BICR31_UPPER_AERODIGESTIVE_TRACT	NA	CCLE	Head and Neck Cancer	Oral Cavity Squamous Cell Carcinoma	ECACC	adherent; epithelial, keratinocyte	ACH-000228	NA	77.7	NA	Caucasian	0.4098	5%DMSO	1	NA	DMEM+20% FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	oral	167	90.85145988	BICR 31	OCSC	Upper_Aerodigestive_Tract:Carcinoma	2.17	Upper_Aerodigestive_Tract	NA	NA	1	Caucasian	1	Primary	Male	NA	mouth	tongue	NS	Squamous Cell Carcinoma, oral	2mM L-glutamine, 0.4ug/ml hydrocortisone	5.63333333333	upper_aerodigestive	upper_aerodigestive
ccle_broad_2019	BICR56_UPPER_AERODIGESTIVE_TRACT	BICR56_UPPER_AERODIGESTIVE_TRACT	NA	CCLE	Head and Neck Cancer	Oral Cavity Squamous Cell Carcinoma	ECACC	adherent epithelial	ACH-000771	NA	142.7	NA	Caucasian	0.1756	5%DMSO	0	NA	DMEM + 10% FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	oral	270	157.1906164	BICR 56	OCSC	NA	2.03	Upper_Aerodigestive_Tract	NA	NA	1	Caucasian	1	Primary	Female	NA	mouth	tongue	NS	Squamous Cell Carcinoma, oral	2mM GLUTAMINE+0.4UG/ML HYDROCORTISONE	9.1	upper_aerodigestive	upper_aerodigestive
ccle_broad_2019	BICR6_UPPER_AERODIGESTIVE_TRACT	BICR6_UPPER_AERODIGESTIVE_TRACT	NA	CCLE	Head and Neck Cancer	Oral Cavity Squamous Cell Carcinoma	ECACC	Adherent keratinocyte	ACH-000415	NA	119.4	NA	Caucasian	0.5478	5% DMSO	1	NA	DMEM+10%FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	oral	171	108.9208548	BICR 6	OCSC	Upper_Aerodigestive_Tract:Carcinoma	2.97	Upper_Aerodigestive_Tract	8	127n	1	Caucasian	1	Primary	Male	NA	pharynx	NS	NS	Squamous Cell Carcinoma, oral	2mM L-Glutamine ; 0.4 ug/ml Hydrocortisone	5.73333333333	upper_aerodigestive	upper_aerodigestive
ccle_broad_2019	BICR78_UPPER_AERODIGESTIVE_TRACT	BICR78_UPPER_AERODIGESTIVE_TRACT	NA	NA	Head and Neck Cancer	Oral Cavity Squamous Cell Carcinoma	NA	NA	ACH-001332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	oral	243	NA	NA	OCSC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Squamous Cell Carcinoma, oral	NA	8.36666666667	NA	upper_aerodigestive
ccle_broad_2019	BIN67_OVARY	BIN67_OVARY	NA	NA	Ovarian Cancer	Small Cell Carcinoma of the Ovary	NA	NA	ACH-001278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovary	NA	SCCOHT	NA	146	NA	NA	SCCO	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT)	NA	4.9	NA	NA
